入札日,執行課名,事業担当課名,工事名,工事場所１市区町村,工事場所１地名１,工事場所１地名２,契約業者名,予定価格,最低制限価格若しくは調査基準価格,落札価格,指名業者数,入札形式
20070718,日高産業振興部,農地整備課,上野２工区幹線支線農道整備工事　　　　　　　　　　　　　　　　　　　　　　　　　,御坊市　　　　　　　,名田町　上野　　　　,　　　　　　　　　　,マエダ建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,8767500,6556200,6556200,21,指名競争入札
20070718,日高産業振興部,農地整備課,和田地区　鋼製水槽耐震対策計画策定業務　　　　　　　　　　　　　　　　　　　　　,日高郡　美浜町　　　,和田　　　　　　　　,地内　　　　　　　　,日技クラウン（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,2919000,0,2625000,23,指名競争入札
20070717,西牟婁産業振興部,森林整備課,復旧治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,中辺路町小松原　　　,溝添地内　　　　　　,中村組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,33696600,24193050,24193050,20,指名競争入札
20070717,西牟婁産業振興部,森林整備課,復旧治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,本宮町野竹　　　　　,定夕地内　　　　　　,和泉建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,34358100,24651900,32550000,20,指名競争入札
20070717,西牟婁産業振興部,森林整備課,水源流域広域保全事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,龍神村小又川　　　　,西ノ河地内　　　　　,五味建材　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,19539450,15006600,18585000,20,指名競争入札
20070717,西牟婁産業振興部,森林整備課,水源流域広域保全事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,龍神村丹生ノ川　　　,大谷地内　　　　　　,アダチエンタープライズ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,12573750,8975400,11917500,20,指名競争入札
20070717,西牟婁産業振興部,森林整備課,特定流域総合治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,中辺路町道湯川　　　,広田地内　　　　　　,（株）中垣組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,38648400,27912150,36277500,20,指名競争入札
20070717,西牟婁産業振興部,森林整備課,特定流域総合治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,中辺路町道湯川　　　,広田地内　　　　　　,林建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,17380650,12066600,16327500,20,指名競争入札
20070717,西牟婁産業振興部,森林整備課,水源流域広域保全事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,龍神村丹生ノ川　　　,大谷地内　　　　　　,西山組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,19291650,13690950,13690950,20,指名競争入札
20070717,西牟婁産業振興部,森林整備課,県土防災対策治山事業調査業務委託　　　　　　　　　　　　　　　　　　　　　　　　,西牟婁郡　上富田町　,岩田　　　　　　　　,上殿　地内　　　　　,国土防災技術（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,4663050,0,4095000,15,指名競争入札
20070711,那賀産業振興部,森林整備課,予防治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,下鞆渕　　　　　　　,字　和田　　地内　　,藤山建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,14257950,9793350,13440000,21,指名競争入札
20070711,那賀産業振興部,森林整備課,予防治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,赤沼田　　　　　　　,字　向峯　地内　　　,山﨑組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,11060700,7510650,10447500,21,指名競争入札
20070710,水産振興課,水産振興課,栽培漁業センター機械棟屋上防水工事　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,勝浦　　　　　　　　,地内　　　　　　　　,井筒建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1596000,0,1470000,20,指名競争入札
20070703,東牟婁産業振興部,森林整備課,復旧治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,熊野川町滝本　　　　,字細野　地内　　　　,春日工産　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,49698600,36349950,44730000,21,指名競争入札
20070703,東牟婁産業振興部,森林整備課,復旧治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　古座川町　,松根　　　　　　　　,字崩ノ川　地内　　　,（株）鵬工務店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,17416350,12091800,12091800,23,指名競争入札
20070703,東牟婁産業振興部,森林整備課,予防治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　古座川町　,平井　　　　　　　　,字下向山　地内　　　,（有）洞組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,17193750,11929050,11929050,23,指名競争入札
20070629,日高産業振興部,森林整備課,平成１９年度　復旧治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,古屋　　　　　　　　,滝谷　地内　　　　　,（株）谷口建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,26500950,18802350,25095000,18,指名競争入札
20070629,日高産業振興部,森林整備課,平成１９年度　予防治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,高津尾　　　　　　　,伊佐ノ川　地内　　　,（株）リレイションズ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,16583700,11482800,13965000,19,指名競争入札
20070629,日高産業振興部,森林整備課,平成１９年度　予防治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,川又　　　　　　　　,唐尾　地内　　　　　,（有）新紀建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,27154050,19389300,25777500,18,指名競争入札
20070629,日高産業振興部,森林整備課,平成１９年度　水源流域地域保全事業　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,田尻　　　　　　　　,本谷　地内　　　　　,（株）柏木組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,44004450,32004000,39585000,23,指名競争入札
20070629,日高産業振興部,農地整備課,道尻池地区土取場測量業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,三百瀬　　　　　　　,地内　　　　　　　　,（株）小池組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,3843000,0,3601500,10,指名競争入札
20070628,有田産業振興部,森林整備課,予防治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡有田川町大字　,中原字引尾　　　　　,地内　　　　　　　　,辻井組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,17798550,12371100,16800000,22,指名競争入札
20070628,有田産業振興部,森林整備課,予防治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡有田川町大字　,遠井字黒松　　　　　,地内　　　　　　　　,保江建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,14602350,10043250,13818000,22,指名競争入札
20070628,有田産業振興部,森林整備課,復旧治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町大字,粟生字淀瀬　　　　　,地内　　　　　　　　,今北組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,16113300,11141550,15277500,23,指名競争入札
20070627,海草産業振興部,農地整備課,孟子地区測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,孟子　　　　　　　　,地内　　　　　　　　,（株）近代技研　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,4693500,0,4305000,15,指名競争入札
20070626,水産振興課,水産振興課,広域漁場整備工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,西牟婁郡　すさみ町　,江須崎沖合　　　　　,　　　　　　　　　　,（株）中村建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,50715000,41822550,43470000,11,条件付一般競争入札
20070626,那賀産業振興部,農地整備課,新池地区付帯工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,貴志川町長山　　　　,地内　　　　　　　　,（株）ドーワキ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,966000,0,936600,17,指名競争入札
20070626,伊都産業振興部,森林整備課,予防治山事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　高野町　　　,林　　　　　　　　　,山戸ノ岡　　　　　　,国土防災技術（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,4515000,0,3885000,8,指名競争入札
20070622,西牟婁産業振興部,森林整備課,復旧治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,本宮町大瀬　　　　　,政木谷地内　　　　　,（有）岡本建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,36609300,26122950,34776000,20,指名競争入札
20070622,西牟婁産業振興部,森林整備課,水源流域広域保全事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,龍神村小又川　　　　,西ノ河地内　　　　　,（有）ヨシダ組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,41034000,29750700,29750700,20,指名競争入札
20070622,西牟婁産業振興部,森林整備課,水源流域広域保全事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,龍神村小又川　　　　,西ノ河地内　　　　　,西山組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,8582700,6079500,6972000,20,指名競争入札
20070622,西牟婁産業振興部,森林整備課,復旧治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,本宮町三越　　　　　,細木尾地内　　　　　,須川組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,18536700,12877200,17377500,20,指名競争入札
20070622,西牟婁産業振興部,農地整備課,巡谷池地区仮設道路整備工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,稲成町　　　　　　　,下組地内　　　　　　,（株）青建　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,7171500,5439000,6930000,20,指名競争入札
20070613,日高産業振興部,森林整備課,平成１９年度　水源流域地域保全事業　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,初湯川　　　　　　　,猪谷　外　地内　　　,杉本組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,6590850,4502400,6226500,21,指名競争入札
20070613,日高産業振興部,森林整備課,平成１９年度　水源流域地域保全事業　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,初湯川　　　　　　　,猪谷　外　地内　　　,（有）田村組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,6335700,4328100,6006000,21,指名競争入札
20070607,海草産業振興部,農地整備課,永谷地区地すべり観測業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,永谷　　　　　　　　,地内　　　　　　　　,国土防災技術（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,8820000,0,7350000,20,指名競争入札
20070606,有田産業振興部,農地整備課,田角３期地区　付帯工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,田角　　　　　　　　,地内　　　　　　　　,林水道　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,2026500,0,1900500,12,指名競争入札
20070606,日高産業振興部,農地整備課,楠井３工区幹線配水管布設工事　　　　　　　　　　　　　　　　　　　　　　　　　　,御坊市　　　　　　　,名田町　楠井　　　　,地内　　　　　　　　,（株）カクユー　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,9744000,7210350,9544500,19,指名競争入札
20070531,東牟婁産業振興部,森林整備課,治山事業調査設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,熊野川町宮井　　　　,字奥谷外　地内　　　,アジア航測（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,34056750,0,18270000,17,指名競争入札
20070530,日高産業振興部,森林整備課,水源流域地域保全事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,初湯川猪谷　外　　　,地内　　　　　　　　,杉本組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,10931550,7422450,10342500,21,指名競争入札
20070530,日高産業振興部,森林整備課,復旧治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,小釜本　　　　　　　,宮ノ谷　地内　　　　,塩崎建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,12664050,8642550,8642550,20,指名競争入札
20070530,日高産業振興部,農地整備課,上野２工区  畑かん施設工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,御坊市　　　　　　　,名田町　上野　　　　,地内　　　　　　　　,（株）土屋組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,43974000,33501300,33501300,23,指名競争入札
20070530,日高産業振興部,農地整備課,楠井工区  分水場設置工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,御坊市　　　　　　　,名田町　楠井　　　　,地内　　　　　　　　,（有）ダイケン　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,28360500,23616600,23616600,22,指名競争入札
20070530,日高産業振興部,農地整備課,上野２工区　分水施設設置工事　　　　　　　　　　　　　　　　　　　　　　　　　　,御坊市　　　　　　　,名田町　上野　　　　,地内　　　　　　　　,（株）梶工務店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,9177000,7800450,8715000,20,指名競争入札
20070525,日高産業振興部,農地整備課,新出池橋梁上部工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,御坊市　　　　　　　,名田町　楠井　　　　,地内　　　　　　　　,高田機工（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,73237500,57589350,73185000,2,条件付一般競争入札
20070524,有田産業振興部,農地整備課,畦田２期地区　調査測量設計業務　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,瀬井　　　　　　　　,地内　　　　　　　　,基礎地盤コンサルタンツ（株）和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,15172500,0,8704500,12,指名競争入札
20070523,海草産業振興部,森林整備課,治山事業調査業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,毛原下　　　　　　　,字流田地内　　　　　,国土防災技術（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,3060750,0,2625000,14,指名競争入札
20070522,伊都産業振興部,森林整備課,水源流域地域保全事業　全体計画調査業務委託　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,花園久木　　　　　　,地内　　　　　　　　,国土防災技術（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,8459850,0,5229000,8,指名競争入札
20070522,伊都産業振興部,森林整備課,復旧治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,谷奥深　　　　　　　,龍ノ尾地内　　　　　,西川建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,25044600,17718750,23782500,20,指名競争入札
20070516,海草産業振興部,森林整備課,治山事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,釜滝　　　　　　　　,字八十子地内　　　　,田原測量設計事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,764400,0,714000,17,指名競争入札
20070516,海草産業振興部,森林整備課,治山事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,井堰　　　　　　　　,字奥ノ谷地内　　　　,（株）関西技建　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1040550,0,945000,17,指名競争入札
20070516,海草産業振興部,森林整備課,治山事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,野中　　　　　　　　,字山添地内　　　　　,フジ産業（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,793800,0,714000,17,指名競争入札
20070516,日高産業振興部,農地整備課,上野２工区幹線配水路布設工事　　　　　　　　　　　　　　　　　　　　　　　　　　,御坊市　　　　　　　,名田町　上野　　　　,地内　　　　　　　　,（株）寺本電気　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,27447000,20707050,22984500,21,指名競争入札
20070510,伊都産業振興部,農地整備課,畑地帯総合整備事業　河根地区　附帯整備工事　　　　　　　　　　　　　　　　　　　,伊都郡　九度山町　　,河根　　　　　　　　,地内　　　　　　　　,松浦組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,3276000,2319450,3108000,20,指名競争入札
20070510,有田産業振興部,森林整備課,復旧治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,大字粟生字床倉　　　,地内　　　　　　　　,（株）辻本組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,33073950,23723700,23723700,23,指名競争入札
20070510,有田産業振興部,森林整備課,予防治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,大字東大谷字上澤　　,地内　　　　　　　　,井本組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,24501750,17314500,21556500,22,指名競争入札
20070510,東牟婁産業振興部,森林整備課,治山事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,熊野川町宮井　　　　,字奥谷第１　地内　　,コネガワ測量設計事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,809550,0,745500,12,指名競争入札
20070510,東牟婁産業振興部,森林整備課,治山事業調査測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　古座川町　,高瀬　　　　　　　　,字上地　地内　　　　,アジア航測（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,4612650,0,2562000,18,指名競争入札
20070510,東牟婁産業振興部,森林整備課,復旧治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,大字小匠　　　　　　,字土木　地内　　　　,ヤナセ建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,21210000,14878500,20055000,17,指名競争入札
20070509,日高産業振興部,森林整備課,復旧治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,上田原　　　　　　　,幸合　地内　　　　　,（株）土屋組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,41094900,29789550,29789550,20,指名競争入札
20070509,日高産業振興部,農地整備課,加尾工区法面保護工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,御坊市　　　　　　　,名田町　野島　　　　,地内　　　　　　　　,（株）三興組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,9513000,7120050,9030000,21,指名競争入札
20070509,日高産業振興部,農地整備課,上野2 工区･ 楠井3 工区幹線支線農道土質調査業務　　　　　　　　　　　　　　　　　,御坊市　　　　　　　,名田町　上野　　　　,地内　　　　　　　　,（株）環境地盤　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,598500,0,220500,11,指名競争入札
20070427,日高産業振興部,森林整備課,水源流域地域保全事業全体計画調査業務委託　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,田尻　　　　　　　　,本谷外　地内　　　　,ワコウコンサルタント（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,6764100,0,4389000,18,指名競争入札
20070427,日高産業振興部,森林整備課,予防治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,羽六　　　　　　　　,研屋　地内　　　　　,日裏組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,18159750,12635700,17251500,19,指名競争入札
20070426,伊都産業振興部,森林整備課,水源流域地域保全事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,花園中南　　　　　　,字谷ノ瀬地内　　　　,（株）上林組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,39388650,28494900,37369500,20,指名競争入札
20070426,伊都産業振興部,森林整備課,水源流域地域保全事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,花園久木　　　　　　,地内　　　　　　　　,福本組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,19580400,13678350,18585000,20,指名競争入札
20070426,有田産業振興部,森林整備課,治山事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡有田川町大字　,粟生字淀瀬　　　　　,地内　　　　　　　　,（有）ユミバ測量　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,547050,0,483000,11,指名競争入札
20070426,有田産業振興部,森林整備課,治山事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡有田川町大字　,中原字引尾　　　　　,地内　　　　　　　　,（株）石井コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1255800,0,1123500,11,指名競争入札
20070426,有田産業振興部,森林整備課,治山事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡有田川町大字　,遠井字黒松　　　　　,地内　　　　　　　　,（有）田嶋測量設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,913500,0,819000,11,指名競争入札
20070425,那賀産業振興部,森林整備課,測量設計業務委託事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,赤沼田　　　　　　　,字　向峯　地内　　　,（有）和田測量事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1240050,0,1155000,17,指名競争入札
20070425,那賀産業振興部,森林整備課,測量設計業務委託事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,下鞆渕　　　　　　　,字　和田　地内　　　,（株）コスモ技研　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,772800,0,724500,17,指名競争入札
20070425,日高産業振興部,農地整備課,上野２工区  法面保護工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,御坊市　　　　　　　,名田町　上野　　　　,地内　　　　　　　　,（株）上平建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,39574500,30089850,30089850,21,指名競争入札
20070425,東牟婁産業振興部,森林整備課,治山事業調査業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,熊野川町相須　　　　,宮ノ上　外　地内　　,国土防災技術（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,10715250,0,6825000,18,指名競争入札
20070424,西牟婁産業振興部,森林整備課,復旧治山事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,中辺路町小松原　　　,溝添地内　　　　　　,（有）牟婁測量設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1042650,0,945000,22,指名競争入札
20070424,西牟婁産業振興部,森林整備課,水源流域広域保全事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,龍神村小又川　　　　,西ノ河　地内　　　　,日高測量設計（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1066800,0,976500,21,指名競争入札
20070424,西牟婁産業振興部,森林整備課,特定流域総合治山事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,中辺路町道湯川　　　,広田　地内　　　　　,（株）中央測量　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1569750,0,1438500,22,指名競争入札
20070424,西牟婁産業振興部,森林整備課,特定流域総合治山事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,中辺路町道湯川　　　,広田　地内　　　　　,紀勢測量　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,770700,0,703500,21,指名競争入札
20070424,西牟婁産業振興部,森林整備課,予防治山事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　,西牟婁郡　白浜町　　,富田　　　　　　　　,高瀬　地内　　　　　,小川測量設計（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1240050,0,1144500,21,指名競争入札
20070423,東牟婁産業振興部,森林整備課,治山事業測量設計業務委託事業　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　古座川町　,松根　　　　　　　　,字崩ノ川　地内　　　,（有）吉野測量設計事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1156050,0,1060500,14,指名競争入札
20070423,東牟婁産業振興部,森林整備課,治山事業測量設計業務委託事業　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,熊野川町滝本　　　　,字細野　地内　　　　,（有）熊野路測量設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1823850,0,1732500,11,指名競争入札
20070423,東牟婁産業振興部,森林整備課,治山事業測量設計業務委託事業　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　古座川町　,平井　　　　　　　　,字下向山　地内　　　,（有）勝浦測量設計事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1101450,0,1018500,14,指名競争入札
20070423,東牟婁産業振興部,森林整備課,治山事業測量設計業務委託事業　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,熊野川町宮井　　　　,字ウソ嶋　地内　　　,進創設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1456350,0,1339800,12,指名競争入札
